num_of_player,num_of_decks,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome
1,2,4,19,0,18,0,-1.0,1
1,2,K,18,0,20,0,1.0,0
1,2,5,20,0,19,0,-1.0,1
1,2,8,24,1,16,0,1.0,0
1,2,6,21,0,5,1,0.0,1
1,2,K,25,1,12,0,1.0,0
1,2,8,23,1,18,0,1.0,0
1,2,Q,20,0,16,0,-1.0,1
1,2,A,19,0,14,0,-1.0,1
1,2,A,21,0,15,0,-1.0,1
1,2,3,25,1,17,0,1.0,0
1,2,7,18,0,18,0,0.0,0
1,2,3,17,0,15,0,-1.0,1
1,2,3,19,0,20,0,1.0,0
1,2,8,20,0,11,0,-1.0,1
1,2,6,22,1,7,0,1.0,0
1,2,8,18,0,12,0,-1.0,1
1,2,7,23,1,15,0,1.0,0
1,2,6,24,1,13,0,1.0,0
1,2,5,25,1,12,0,1.0,0
1,2,A,21,0,13,0,-1.0,1
1,2,4,18,0,9,0,-1.0,1
1,2,9,23,1,15,0,1.0,0
1,2,4,19,0,14,0,-1.0,1
1,2,4,17,0,13,0,-1.0,1
1,2,6,19,0,20,0,1.0,0
1,2,9,19,0,19,0,0.0,0
1,2,K,18,0,14,0,-1.0,1
1,2,Q,17,0,15,0,-1.0,1
1,2,K,22,1,9,1,1.0,1
1,2,10,20,0,20,0,0.0,0
1,2,10,17,0,16,0,-1.0,1
1,2,2,20,0,13,0,-1.0,1
1,2,7,18,0,12,0,-1.0,1
1,2,10,23,1,10,1,1.0,1
1,2,2,22,1,18,0,1.0,0
1,2,4,23,1,17,0,1.0,0
1,2,Q,18,0,15,0,-1.0,1
1,2,8,18,0,7,1,-1.0,0
1,2,K,19,0,19,0,0.0,0
1,2,5,22,1,21,0,1.0,0
1,2,J,20,0,20,0,0.0,0
1,2,Q,21,0,12,0,-1.0,1
1,2,6,22,1,12,0,1.0,0
1,2,2,17,0,19,0,1.0,0
1,2,9,24,1,20,0,1.0,0
1,2,2,17,0,21,0,1.0,0
1,2,8,23,1,19,0,1.0,0
1,2,5,22,1,11,0,1.0,0
1,2,7,18,0,19,0,1.0,0
1,2,4,21,0,17,0,-1.0,1
1,2,J,18,0,15,0,-1.0,1
1,2,A,21,0,17,0,-1.0,1
1,2,K,20,0,16,0,-1.0,1
1,2,10,20,0,21,0,1.0,0
1,2,K,25,1,14,0,1.0,0
1,2,4,17,0,19,0,1.0,0
1,2,J,20,0,7,1,-1.0,0
1,2,Q,18,0,11,1,1.0,1
1,2,6,19,0,5,0,-1.0,1
1,2,4,17,0,16,0,-1.0,1
1,2,K,21,0,13,0,-1.0,1
