,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome
737,10,20,0,19,0,-1.0,1
738,6,20,0,20,0,0.0,0
739,8,19,0,20,0,1.0,0
740,Q,20,0,21,0,1.0,0
741,4,19,0,13,0,-1.0,1
742,A,18,0,15,0,-1.0,1
743,2,18,0,14,0,-1.0,1
744,Q,20,0,12,0,-1.0,1
745,2,18,0,21,0,1.0,0
746,3,23,1,14,0,1.0,0
747,8,19,0,9,0,-1.0,1
748,6,24,1,13,0,1.0,0
749,3,17,0,12,0,-1.0,1
750,A,18,0,10,0,-1.0,1
751,10,18,0,17,0,-1.0,1
752,6,17,0,14,0,-1.0,1
753,Q,20,0,7,0,-1.0,1
754,9,22,1,13,0,1.0,0
755,6,17,0,11,1,-1.0,0
756,8,17,0,11,0,-1.0,1
757,A,23,1,12,0,1.0,0
758,K,20,0,12,0,-1.0,1
759,6,23,1,15,0,1.0,0
760,3,26,1,13,0,1.0,0
761,J,20,0,17,0,-1.0,1
762,5,19,0,20,0,1.0,0
763,J,20,0,13,0,-1.0,1
764,K,20,0,11,0,-1.0,1
765,7,17,0,16,0,-1.0,1
766,A,18,0,12,0,-1.0,1
767,5,17,0,12,0,-1.0,1
768,9,19,0,13,0,-1.0,1
769,9,19,0,17,0,-1.0,1
770,6,18,0,15,0,-1.0,1
771,K,21,0,15,0,-1.0,1
772,6,20,0,20,0,0.0,0
773,K,20,0,8,1,-1.0,0
774,Q,19,0,20,0,1.0,0
775,A,21,0,20,0,-1.0,1
776,3,17,0,15,0,-1.0,1
777,8,25,1,19,0,1.0,0
778,5,17,0,10,0,-1.0,1
779,7,26,1,14,0,1.0,0
780,7,17,0,15,0,-1.0,1
781,7,18,0,13,0,-1.0,1
782,K,20,0,15,0,-1.0,1
783,8,21,0,14,0,-1.0,1
784,3,19,0,19,0,0.0,0
785,5,18,0,18,0,0.0,0
786,6,26,1,7,0,1.0,0
787,3,22,1,13,0,1.0,0
788,6,25,1,12,0,1.0,0
789,K,21,0,12,0,-1.0,1
790,8,17,0,18,0,1.0,0
791,9,19,0,10,0,-1.0,1
792,A,21,0,8,0,-1.0,1
793,10,18,0,12,0,-1.0,1
794,J,24,1,13,0,1.0,0
795,8,17,0,15,0,-1.0,1
796,7,19,0,14,0,-1.0,1
797,7,17,0,15,0,-1.0,1
798,J,25,1,20,0,1.0,0
799,8,24,1,7,0,1.0,0
800,6,18,0,12,0,-1.0,1
801,9,21,0,19,0,-1.0,1
802,6,20,0,12,0,-1.0,1
803,K,21,0,11,0,-1.0,1
804,7,17,0,13,0,-1.0,1
805,10,24,1,5,1,1.0,1
806,2,18,0,18,0,0.0,0
807,J,23,1,15,0,1.0,0
808,6,25,1,14,0,1.0,0
809,4,19,0,7,1,-1.0,0
810,3,19,0,17,0,-1.0,1
811,6,21,0,16,0,-1.0,1
812,7,20,0,14,0,-1.0,1
813,6,23,1,11,1,1.0,1
814,5,25,1,16,0,1.0,0
815,Q,22,1,10,0,1.0,0
816,6,23,1,16,0,1.0,0
817,10,18,0,13,0,-1.0,1
818,Q,21,0,19,0,-1.0,1
819,9,18,0,15,0,-1.0,1
820,5,21,0,18,0,-1.0,1
821,K,21,0,13,0,-1.0,1
822,7,18,0,12,0,-1.0,1
823,4,17,0,14,0,-1.0,1
824,A,21,0,13,0,-1.0,1
825,K,20,0,13,0,-1.0,1
826,5,17,0,20,0,1.0,0
827,Q,20,0,10,1,-1.0,0
828,4,19,0,18,0,-1.0,1
829,J,20,0,19,0,-1.0,1
830,10,19,0,14,0,-1.0,1
831,9,17,0,13,0,-1.0,1
832,Q,20,0,16,0,-1.0,1
833,K,24,1,11,0,1.0,0
834,8,20,0,12,0,-1.0,1
835,K,20,0,9,0,-1.0,1
836,7,19,0,20,0,1.0,0
837,2,17,0,15,0,-1.0,1
838,A,21,0,11,0,-1.0,1
839,6,23,1,11,0,1.0,0
840,A,23,1,21,0,1.0,0
841,6,18,0,12,0,-1.0,1
842,J,22,1,14,0,1.0,0
843,J,24,1,15,0,1.0,0
844,3,18,0,16,0,-1.0,1
845,Q,24,1,21,0,1.0,0
846,A,23,1,20,0,1.0,0
847,10,20,0,20,0,0.0,0
848,Q,19,0,8,1,-1.0,0
849,8,18,0,9,0,-1.0,1
850,A,20,0,19,0,-1.0,1
851,9,19,0,6,0,-1.0,1
852,4,25,1,17,0,1.0,0
853,3,19,0,18,0,-1.0,1
854,7,23,1,12,0,1.0,0
855,8,22,1,19,0,1.0,0
856,9,18,0,17,0,-1.0,1
857,A,19,0,8,1,-1.0,0
858,J,20,0,12,0,-1.0,1
859,8,21,0,12,0,-1.0,1
860,10,18,0,12,0,-1.0,1
861,2,18,0,14,0,-1.0,1
862,5,18,0,15,0,-1.0,1
863,8,17,0,20,0,1.0,0
864,8,25,1,11,1,1.0,1
865,J,19,0,15,0,-1.0,1
866,5,25,1,13,0,1.0,0
867,K,18,0,20,0,1.0,0
868,9,19,0,15,0,-1.0,1
869,9,18,0,10,0,-1.0,1
870,10,18,0,18,0,0.0,0
871,K,20,0,14,0,-1.0,1
872,6,26,1,14,0,1.0,0
873,A,21,0,14,0,-1.0,1
874,2,22,1,20,0,1.0,0
875,6,19,0,6,1,-1.0,0
876,6,26,1,19,0,1.0,0
877,J,19,0,13,0,-1.0,1
878,3,23,1,20,0,1.0,0
879,8,18,0,15,0,-1.0,1
880,3,17,0,16,0,-1.0,1
881,K,18,0,20,0,1.0,0
882,7,22,1,11,1,1.0,1
883,K,21,0,8,1,-1.0,0
884,3,18,0,17,0,-1.0,1
885,10,17,0,17,0,0.0,0
886,3,18,0,14,0,-1.0,1
887,10,20,0,12,0,-1.0,1
888,5,24,1,9,0,1.0,0
889,8,17,0,15,0,-1.0,1
890,5,17,0,13,0,-1.0,1
891,K,20,0,12,0,-1.0,1
892,K,20,0,12,0,-1.0,1
893,J,21,0,12,0,-1.0,1
894,J,21,0,13,0,-1.0,1
895,5,25,1,12,0,1.0,0
896,A,19,0,5,0,-1.0,1
897,K,24,1,14,0,1.0,0
898,6,24,1,15,0,1.0,0
899,A,21,0,13,0,-1.0,1
900,10,24,1,19,0,1.0,0
901,9,17,0,15,0,-1.0,1
902,4,23,1,21,0,1.0,0
903,3,19,0,18,0,-1.0,1
904,2,18,0,15,0,-1.0,1
905,6,19,0,19,0,0.0,0
906,2,26,1,18,0,1.0,0
907,7,17,0,13,0,-1.0,1
908,10,20,0,16,0,-1.0,1
909,J,24,1,12,0,1.0,0
910,3,25,1,21,0,1.0,0
911,A,21,0,16,0,-1.0,1
912,5,25,1,18,0,1.0,0
913,2,23,1,17,0,1.0,0
914,Q,22,1,15,0,1.0,0
915,8,20,0,14,0,-1.0,1
916,3,21,0,13,0,-1.0,1
917,4,20,0,21,0,1.0,0
918,8,19,0,17,0,-1.0,1
919,Q,20,0,19,0,-1.0,1
920,6,20,0,14,0,-1.0,1
921,6,17,0,13,0,-1.0,1
922,6,24,1,21,0,1.0,0
923,5,17,0,12,0,-1.0,1
924,K,23,1,5,1,1.0,1
925,8,18,0,15,0,-1.0,1
926,K,20,0,7,1,-1.0,0
927,2,25,1,20,0,1.0,0
928,A,21,0,12,0,-1.0,1
929,2,26,1,13,0,1.0,0
930,7,26,1,10,0,1.0,0
931,2,21,0,13,0,-1.0,1
932,2,20,0,15,0,-1.0,1
933,Q,25,1,20,0,1.0,0
934,10,18,0,14,0,-1.0,1
935,4,17,0,19,0,1.0,0
936,3,18,0,20,0,1.0,0
937,A,21,0,14,0,-1.0,1
938,7,17,0,16,0,-1.0,1
939,3,21,0,14,0,-1.0,1
940,4,22,1,15,0,1.0,0
941,3,17,0,12,0,-1.0,1
942,5,20,0,20,0,0.0,0
943,K,18,0,12,0,-1.0,1
944,Q,20,0,21,0,1.0,0
945,2,22,1,10,1,1.0,1
946,A,20,0,19,0,-1.0,1
947,A,23,1,15,0,1.0,0
948,3,26,1,14,0,1.0,0
949,10,20,0,19,0,-1.0,1
950,6,23,1,20,0,1.0,0
951,8,18,0,10,0,-1.0,1
952,J,19,0,18,0,-1.0,1
953,8,18,0,10,0,-1.0,1
954,7,22,1,12,0,1.0,0
955,7,17,0,12,0,-1.0,1
956,3,24,1,20,0,1.0,0
957,7,19,0,14,0,-1.0,1
958,A,17,0,18,0,1.0,0
959,8,23,1,15,0,1.0,0
960,7,22,1,11,1,1.0,1
961,A,23,1,19,0,1.0,0
962,3,23,1,15,0,1.0,0
963,J,20,0,20,0,0.0,0
964,J,18,0,16,0,-1.0,1
965,3,18,0,16,0,-1.0,1
966,4,21,0,10,1,-1.0,0
967,K,19,0,17,0,-1.0,1
968,7,17,0,13,0,-1.0,1
969,8,17,0,19,0,1.0,0
970,3,20,0,15,0,-1.0,1
971,8,17,0,13,0,-1.0,1
972,6,22,1,11,1,1.0,1
973,9,19,0,15,0,-1.0,1
974,Q,22,1,16,0,1.0,0
975,K,20,0,16,0,-1.0,1
976,9,19,0,14,0,-1.0,1
977,7,17,0,20,0,1.0,0
978,Q,17,0,17,0,0.0,0
979,2,23,1,9,1,1.0,1
980,Q,24,1,21,0,1.0,0
981,A,19,0,16,0,-1.0,1
982,2,19,0,8,1,-1.0,0
983,6,19,0,17,0,-1.0,1
984,3,20,0,19,0,-1.0,1
985,5,20,0,14,0,-1.0,1
986,K,18,0,13,0,-1.0,1
987,9,17,0,15,0,-1.0,1
988,7,19,0,19,0,0.0,0
989,7,20,0,14,0,-1.0,1
990,Q,20,0,14,0,-1.0,1
991,A,20,0,14,0,-1.0,1
992,10,19,0,19,0,0.0,0
993,5,24,1,8,0,1.0,0
994,9,19,0,12,0,-1.0,1
995,10,20,0,16,0,-1.0,1
996,10,20,0,12,0,-1.0,1
997,10,20,0,15,0,-1.0,1
998,6,26,1,13,0,1.0,0
999,4,21,0,11,1,0.0,1
1000,10,20,0,10,1,-1.0,0
1001,J,18,0,15,0,-1.0,1
1002,6,26,1,8,1,1.0,1
1003,Q,22,1,18,0,1.0,0
1004,8,19,0,15,0,-1.0,1
1005,6,25,1,9,1,1.0,1
1006,K,23,1,18,0,1.0,0
1007,3,23,1,8,0,1.0,0
1008,3,21,0,18,0,-1.0,1
1009,Q,22,1,12,0,1.0,0
1010,4,20,0,19,0,-1.0,1
1011,A,21,0,21,0,0.0,0
1012,6,24,1,7,1,1.0,1
1013,A,21,0,6,0,-1.0,1
1014,10,18,0,20,0,1.0,0
1015,2,22,1,8,1,1.0,1
1016,3,20,0,14,0,-1.0,1
1017,A,18,0,17,0,-1.0,1
1018,7,17,0,12,0,-1.0,1
1019,5,18,0,14,0,-1.0,1
1020,Q,21,0,14,0,-1.0,1
1021,J,26,1,16,0,1.0,0
1022,8,17,0,9,1,1.0,1
1023,8,26,1,9,1,1.0,1
1024,Q,17,0,15,0,-1.0,1
1025,J,17,0,12,0,-1.0,1
1026,J,19,0,17,0,-1.0,1
1027,K,24,1,5,1,1.0,1
1028,3,23,1,8,0,1.0,0
1029,5,21,0,15,0,-1.0,1
1030,7,21,0,12,0,-1.0,1
1031,6,26,1,18,0,1.0,0
1032,7,17,0,13,0,-1.0,1
1033,9,19,0,16,0,-1.0,1
1034,10,19,0,17,0,-1.0,1
1035,A,19,0,12,0,-1.0,1
1036,5,18,0,9,1,-1.0,0
1037,A,21,0,20,0,-1.0,1
1038,10,21,0,9,1,-1.0,0
1039,A,20,0,11,0,-1.0,1
1040,J,22,1,10,0,1.0,0
1041,8,23,1,20,0,1.0,0
1042,Q,20,0,18,0,-1.0,1
1043,K,20,0,20,0,0.0,0
1044,K,20,0,20,0,0.0,0
1045,2,19,0,17,0,-1.0,1
1046,8,24,1,16,0,1.0,0
1047,3,25,1,15,0,1.0,0
1048,3,21,0,20,0,-1.0,1
1049,8,17,0,20,0,1.0,0
1050,8,22,1,12,0,1.0,0
1051,6,19,0,16,0,-1.0,1
1052,2,17,0,15,0,-1.0,1
1053,9,19,0,12,0,-1.0,1
1054,K,20,0,18,0,-1.0,1
1055,K,20,0,20,0,0.0,0
1056,4,20,0,17,0,-1.0,1
1057,A,21,0,17,0,-1.0,1
1058,J,24,1,13,0,1.0,0
1059,10,21,0,10,0,-1.0,1
1060,K,17,0,13,0,-1.0,1
1061,3,17,0,13,0,-1.0,1
1062,7,18,0,17,0,-1.0,1
1063,10,21,0,20,0,-1.0,1
1064,5,24,1,16,0,1.0,0
1065,2,19,0,12,0,-1.0,1
1066,J,18,0,8,1,0.0,1
1067,6,26,1,14,0,1.0,0
1068,5,17,0,12,0,-1.0,1
1069,8,25,1,8,0,1.0,0
1070,6,23,1,17,0,1.0,0
1071,6,18,0,10,1,1.0,1
1072,4,22,1,14,0,1.0,0
1073,10,19,0,11,1,-1.0,0
1074,7,19,0,10,1,1.0,1
1075,Q,17,0,13,0,-1.0,1
1076,7,22,1,14,0,1.0,0
1077,A,18,0,12,0,-1.0,1
1078,K,23,1,17,0,1.0,0
1079,2,18,0,7,1,-1.0,0
1080,5,21,0,18,0,-1.0,1
1081,10,21,0,16,0,-1.0,1
1082,A,18,0,19,0,1.0,0
1083,Q,20,0,20,0,0.0,0
1084,J,20,0,19,0,-1.0,1
1085,8,18,0,17,0,-1.0,1
1086,5,19,0,17,0,-1.0,1
1087,2,22,1,13,0,1.0,0
1088,4,17,0,14,0,-1.0,1
1089,9,20,0,13,0,-1.0,1
1090,6,25,1,18,0,1.0,0
1091,4,17,0,13,0,-1.0,1
1092,2,19,0,19,0,0.0,0
1093,A,24,1,16,0,1.0,0
1094,9,25,1,7,0,1.0,0
1095,10,20,0,6,1,-1.0,0
1096,3,22,1,15,0,1.0,0
1097,A,17,0,17,0,0.0,0
1098,6,23,1,13,0,1.0,0
1099,3,22,1,9,1,1.0,1
1100,Q,20,0,13,0,-1.0,1
1101,4,18,0,13,0,-1.0,1
1102,6,18,0,6,1,0.0,1
1103,K,22,1,20,0,1.0,0
1104,K,26,1,16,0,1.0,0
1105,K,25,1,15,0,1.0,0
1106,2,21,0,20,0,-1.0,1
1107,10,17,0,7,0,-1.0,1
1108,9,19,0,20,0,1.0,0
1109,4,24,1,17,0,1.0,0
1110,Q,18,0,10,0,-1.0,1
1111,2,17,0,13,0,-1.0,1
1112,J,17,0,17,0,0.0,0
1113,2,20,0,16,0,-1.0,1
1114,5,23,1,10,0,1.0,0
1115,5,17,0,20,0,1.0,0
1116,A,19,0,13,0,-1.0,1
1117,K,20,0,11,0,-1.0,1
1118,2,19,0,16,0,-1.0,1
1119,5,22,1,14,0,1.0,0
1120,5,22,1,8,1,1.0,1
1121,10,20,0,15,0,-1.0,1
1122,6,21,0,12,0,-1.0,1
1123,5,24,1,16,0,1.0,0
1124,7,22,1,18,0,1.0,0
1125,8,22,1,12,0,1.0,0
1126,Q,26,1,14,0,1.0,0
1127,10,21,0,14,0,-1.0,1
1128,9,17,0,15,0,-1.0,1
1129,2,19,0,20,0,1.0,0
1130,Q,20,0,9,1,-1.0,0
1131,Q,18,0,12,0,-1.0,1
1132,4,18,0,21,0,1.0,0
1133,Q,21,0,12,0,-1.0,1
1134,10,17,0,5,1,-1.0,0
1135,6,26,1,14,0,1.0,0
1136,K,20,0,20,0,0.0,0
1137,Q,17,0,13,0,-1.0,1
1138,A,20,0,6,1,-1.0,0
1139,6,19,0,14,0,-1.0,1
1140,4,20,0,16,0,-1.0,1
1141,9,20,0,12,0,-1.0,1
1142,J,20,0,16,0,-1.0,1
1143,5,23,1,17,0,1.0,0
1144,7,21,0,12,0,-1.0,1
1145,10,20,0,11,1,1.0,1
1146,J,19,0,15,0,-1.0,1
1147,4,21,0,10,1,0.0,1
1148,K,19,0,21,0,1.0,0
1149,10,25,1,12,0,1.0,0
1150,J,20,0,18,0,-1.0,1
1151,9,20,0,20,0,0.0,0
1152,4,19,0,14,0,-1.0,1
1153,10,26,1,15,0,1.0,0
1154,6,23,1,16,0,1.0,0
1155,Q,18,0,17,0,-1.0,1
1156,9,23,1,14,0,1.0,0
1157,2,22,1,11,0,1.0,0
1158,3,17,0,17,0,0.0,0
1159,2,18,0,12,0,-1.0,1
1160,K,20,0,19,0,-1.0,1
1161,8,20,0,16,0,-1.0,1
1162,K,24,1,18,0,1.0,0
1163,A,20,0,17,0,-1.0,1
1164,2,19,0,12,0,-1.0,1
1165,2,17,0,13,0,-1.0,1
1166,9,20,0,5,0,-1.0,1
1167,Q,20,0,15,0,-1.0,1
1168,8,18,0,14,0,-1.0,1
1169,10,17,0,11,0,-1.0,1
1170,Q,22,1,21,0,1.0,0
1171,J,19,0,21,0,1.0,0
1172,9,19,0,13,0,-1.0,1
1173,10,17,0,19,0,1.0,0
1174,9,19,0,17,0,-1.0,1
1175,6,24,1,15,0,1.0,0
1176,J,17,0,16,0,-1.0,1
1177,9,19,0,14,0,-1.0,1
1178,9,19,0,17,0,-1.0,1
1179,3,26,1,14,0,1.0,0
1180,3,17,0,20,0,1.0,0
1181,K,25,1,14,0,1.0,0
1182,2,20,0,19,0,-1.0,1
1183,7,21,0,10,0,-1.0,1
1184,4,18,0,9,0,-1.0,1
1185,K,20,0,21,0,1.0,0
1186,5,23,1,12,0,1.0,0
1187,A,21,0,19,0,-1.0,1
1188,9,17,0,19,0,1.0,0
1189,5,18,0,6,1,-1.0,0
1190,K,21,0,11,0,-1.0,1
1191,J,19,0,14,0,-1.0,1
1192,6,20,0,12,0,-1.0,1
1193,Q,21,0,10,1,-1.0,0
1194,7,17,0,17,0,0.0,0
1195,9,19,0,16,0,-1.0,1
1196,9,19,0,12,0,-1.0,1
1197,4,20,0,16,0,-1.0,1
1198,8,17,0,21,0,1.0,0
1199,A,20,0,21,0,1.0,0
1200,J,19,0,14,0,-1.0,1
1201,4,21,0,19,0,-1.0,1
1202,3,18,0,21,0,1.0,0
1203,10,20,0,8,1,-1.0,0
1204,J,18,0,19,0,1.0,0
1205,4,24,1,20,0,1.0,0
1206,2,20,0,17,0,-1.0,1
1207,6,26,1,20,0,1.0,0
1208,2,17,0,12,0,-1.0,1
1209,3,19,0,15,0,-1.0,1
1210,9,26,1,9,1,1.0,1
1211,6,23,1,9,0,1.0,0
1212,4,23,1,15,0,1.0,0
1213,5,17,0,9,1,-1.0,0
1214,5,19,0,18,0,-1.0,1
1215,8,18,0,20,0,1.0,0
1216,Q,22,1,9,1,1.0,1
1217,7,17,0,16,0,-1.0,1
1218,8,17,0,18,0,1.0,0
1219,9,19,0,13,0,-1.0,1
1220,7,26,1,17,0,1.0,0
1221,K,21,0,21,0,0.0,0
1222,9,19,0,18,0,-1.0,1
1223,4,17,0,19,0,1.0,0
1224,5,24,1,6,0,1.0,0
1225,5,23,1,8,0,1.0,0
1226,10,24,1,15,0,1.0,0
1227,9,21,0,14,0,-1.0,1
1228,Q,22,1,20,0,1.0,0
1229,J,23,1,12,0,1.0,0
1230,5,17,0,12,0,-1.0,1
1231,K,19,0,13,0,-1.0,1
1232,8,19,0,12,0,-1.0,1
1233,8,18,0,17,0,-1.0,1
1234,8,17,0,13,0,-1.0,1
1235,4,20,0,17,0,-1.0,1
1236,3,18,0,12,0,-1.0,1
1237,9,19,0,8,0,-1.0,1
1238,Q,19,0,18,0,-1.0,1
1239,A,21,0,13,0,-1.0,1
1240,K,20,0,18,0,-1.0,1
1241,9,25,1,18,0,1.0,0
1242,A,17,0,20,0,1.0,0
1243,9,19,0,20,0,1.0,0
1244,7,17,0,17,0,0.0,0
1245,Q,20,0,20,0,0.0,0
1246,3,23,1,14,0,1.0,0
1247,4,18,0,20,0,1.0,0
1248,A,21,0,8,0,-1.0,1
1249,Q,23,1,21,0,1.0,0
1250,3,25,1,16,0,1.0,0
1251,4,21,0,18,0,-1.0,1
1252,3,19,0,11,0,-1.0,1
1253,10,26,1,12,0,1.0,0
1254,7,21,0,16,0,-1.0,1
1255,6,17,0,18,0,1.0,0
1256,9,24,1,17,0,1.0,0
1257,3,18,0,16,0,-1.0,1
1258,6,18,0,6,0,-1.0,1
1259,3,22,1,13,0,1.0,0
1260,10,17,0,12,0,-1.0,1
1261,K,17,0,20,0,1.0,0
1262,9,25,1,7,0,1.0,0
1263,5,17,0,19,0,1.0,0
1264,A,25,1,11,1,1.0,1
1265,4,23,1,15,0,1.0,0
1266,J,25,1,12,0,1.0,0
1267,2,23,1,21,0,1.0,0
1268,2,24,1,20,0,1.0,0
1269,5,24,1,14,0,1.0,0
1270,10,20,0,10,1,-1.0,0
1271,9,19,0,9,1,0.0,1
1272,8,18,0,20,0,1.0,0
1273,5,21,0,18,0,-1.0,1
1274,10,21,0,11,0,-1.0,1
1275,10,18,0,5,1,-1.0,0
1276,10,20,0,9,0,-1.0,1
1277,3,22,1,18,0,1.0,0
1278,6,22,1,20,0,1.0,0
1279,2,21,0,15,0,-1.0,1
1280,6,17,0,7,0,-1.0,1
1281,4,19,0,16,0,-1.0,1
1282,8,19,0,9,0,-1.0,1
1283,Q,20,0,7,0,-1.0,1
1284,2,21,0,13,0,-1.0,1
1285,5,17,0,14,0,-1.0,1
1286,9,19,0,18,0,-1.0,1
1287,9,18,0,15,0,-1.0,1
1288,A,20,0,14,0,-1.0,1
1289,Q,18,0,18,0,0.0,0
1290,6,19,0,14,0,-1.0,1
1291,9,19,0,16,0,-1.0,1
1292,Q,17,0,18,0,1.0,0
1293,2,21,0,20,0,-1.0,1
1294,3,19,0,20,0,1.0,0
1295,A,18,0,18,0,0.0,0
1296,Q,17,0,13,0,-1.0,1
1297,6,21,0,15,0,-1.0,1
1298,8,18,0,12,0,-1.0,1
1299,K,20,0,11,0,-1.0,1
1300,8,18,0,7,1,-1.0,0
1301,Q,20,0,4,0,-1.0,1
1302,K,19,0,20,0,1.0,0
1303,10,21,0,9,0,-1.0,1
1304,K,20,0,16,0,-1.0,1
1305,10,21,0,11,0,-1.0,1
1306,Q,21,0,16,0,-1.0,1
1307,A,19,0,11,1,1.0,1
1308,8,18,0,15,0,-1.0,1
1309,A,19,0,11,0,-1.0,1
1310,6,18,0,17,0,-1.0,1
1311,7,17,0,20,0,1.0,0
1312,8,18,0,13,0,-1.0,1
1313,A,21,0,19,0,-1.0,1
1314,Q,20,0,17,0,-1.0,1
1315,J,24,1,16,0,1.0,0
1316,9,20,0,13,0,-1.0,1
1317,10,24,1,15,0,1.0,0
1318,6,17,0,8,0,-1.0,1
1319,4,22,1,19,0,1.0,0
1320,10,18,0,18,0,0.0,0
1321,2,19,0,12,0,-1.0,1
1322,3,18,0,16,0,-1.0,1
1323,6,18,0,16,0,-1.0,1
1324,Q,24,1,13,0,1.0,0
1325,2,20,0,5,1,-1.0,0
1326,7,22,1,12,0,1.0,0
1327,3,17,0,19,0,1.0,0
1328,4,19,0,19,0,0.0,0
1329,J,20,0,18,0,-1.0,1
1330,4,24,1,13,0,1.0,0
1331,J,24,1,13,0,1.0,0
1332,3,23,1,18,0,1.0,0
1333,5,23,1,13,0,1.0,0
1334,5,18,0,15,0,-1.0,1
1335,3,22,1,19,0,1.0,0
1336,3,20,0,9,1,-1.0,0
1337,Q,22,1,21,0,1.0,0
1338,Q,18,0,15,0,-1.0,1
1339,J,20,0,11,1,1.0,1
1340,2,18,0,21,0,1.0,0
1341,J,22,1,15,0,1.0,0
1342,J,25,1,14,0,1.0,0
1343,5,19,0,13,0,-1.0,1
1344,A,17,0,14,0,-1.0,1
1345,K,20,0,20,0,0.0,0
1346,K,21,0,15,0,-1.0,1
1347,K,22,1,17,0,1.0,0
1348,5,19,0,7,1,-1.0,0
1349,3,18,0,20,0,1.0,0
1350,7,25,1,12,0,1.0,0
1351,2,18,0,14,0,-1.0,1
1352,8,22,1,12,0,1.0,0
1353,2,26,1,21,0,1.0,0
1354,7,23,1,12,0,1.0,0
1355,4,18,0,13,0,-1.0,1
1356,8,18,0,16,0,-1.0,1
1357,6,21,0,9,0,-1.0,1
1358,K,21,0,5,0,-1.0,1
1359,10,20,0,19,0,-1.0,1
1360,Q,20,0,20,0,0.0,0
1361,9,22,1,19,0,1.0,0
1362,9,17,0,13,0,-1.0,1
1363,3,22,1,14,0,1.0,0
1364,K,20,0,9,0,-1.0,1
1365,Q,20,0,17,0,-1.0,1
1366,A,17,0,18,0,1.0,0
1367,4,17,0,20,0,1.0,0
1368,3,21,0,14,0,-1.0,1
1369,8,24,1,12,0,1.0,0
1370,5,21,0,16,0,-1.0,1
1371,5,25,1,17,0,1.0,0
1372,2,21,0,15,0,-1.0,1
1373,9,17,0,10,0,-1.0,1
1374,7,18,0,14,0,-1.0,1
1375,4,24,1,19,0,1.0,0
1376,A,20,0,12,0,-1.0,1
1377,10,20,0,17,0,-1.0,1
1378,2,20,0,6,1,-1.0,0
1379,4,23,1,19,0,1.0,0
1380,6,18,0,13,0,-1.0,1
1381,3,26,1,12,0,1.0,0
1382,2,21,0,7,0,-1.0,1
1383,3,20,0,12,0,-1.0,1
1384,8,17,0,18,0,1.0,0
1385,10,24,1,13,0,1.0,0
1386,K,20,0,18,0,-1.0,1
1387,4,21,0,14,0,-1.0,1
1388,9,19,0,16,0,-1.0,1
1389,3,18,0,14,0,-1.0,1
1390,Q,17,0,13,0,-1.0,1
1391,J,23,1,14,0,1.0,0
1392,4,22,1,12,0,1.0,0
1393,5,22,1,13,0,1.0,0
1394,5,18,0,21,0,1.0,0
1395,10,17,0,18,0,1.0,0
1396,K,21,0,5,0,-1.0,1
1397,9,19,0,20,0,1.0,0
1398,J,17,0,13,0,-1.0,1
1399,3,19,0,20,0,1.0,0
1400,8,18,0,8,0,-1.0,1
1401,Q,20,0,10,1,-1.0,0
1402,K,21,0,20,0,-1.0,1
1403,5,22,1,11,0,1.0,0
1404,K,17,0,15,0,-1.0,1
1405,4,21,0,12,0,-1.0,1
1406,8,18,0,5,0,-1.0,1
1407,8,18,0,14,0,-1.0,1
1408,6,18,0,20,0,1.0,0
1409,10,25,1,9,0,1.0,0
1410,J,26,1,14,0,1.0,0
1411,A,21,0,16,0,-1.0,1
1412,4,17,0,10,0,-1.0,1
1413,8,19,0,13,0,-1.0,1
1414,9,23,1,18,0,1.0,0
1415,Q,19,0,20,0,1.0,0
1416,2,18,0,20,0,1.0,0
1417,2,22,1,19,0,1.0,0
1418,10,20,0,21,0,1.0,0
1419,9,18,0,17,0,-1.0,1
1420,8,19,0,16,0,-1.0,1
1421,3,17,0,15,0,-1.0,1
1422,J,17,0,20,0,1.0,0
1423,6,17,0,12,0,-1.0,1
1424,9,17,0,12,0,-1.0,1
1425,A,21,0,20,0,-1.0,1
1426,8,17,0,15,0,-1.0,1
1427,10,17,0,17,0,0.0,0
1428,3,22,1,13,0,1.0,0
1429,10,21,0,5,1,-1.0,0
1430,5,20,0,17,0,-1.0,1
1431,K,20,0,14,0,-1.0,1
1432,9,19,0,20,0,1.0,0
1433,6,24,1,15,0,1.0,0
1434,K,19,0,12,0,-1.0,1
1435,9,17,0,18,0,1.0,0
1436,Q,17,0,17,0,0.0,0
1437,Q,24,1,20,0,1.0,0
1438,K,21,0,8,1,-1.0,0
1439,10,20,0,18,0,-1.0,1
1440,7,19,0,21,0,1.0,0
1441,J,26,1,7,1,1.0,1
1442,4,24,1,16,0,1.0,0
1443,9,18,0,20,0,1.0,0
1444,A,20,0,18,0,-1.0,1
1445,A,17,0,19,0,1.0,0
1446,9,23,1,19,0,1.0,0
1447,6,25,1,10,1,1.0,1
1448,7,17,0,7,0,-1.0,1
1449,A,21,0,12,0,-1.0,1
1450,3,19,0,11,1,1.0,1
1451,6,26,1,15,0,1.0,0
1452,10,20,0,15,0,-1.0,1
1453,A,21,0,18,0,-1.0,1
1454,7,17,0,18,0,1.0,0
1455,2,17,0,17,0,0.0,0
1456,5,18,0,19,0,1.0,0
1457,K,20,0,12,0,-1.0,1
1458,7,17,0,16,0,-1.0,1
1459,K,23,1,13,0,1.0,0
1460,J,20,0,12,0,-1.0,1
